;»ÕÕ;»ÕÕ_id
112;5262123506;4623
113;2720054148;1971
114;4632076435;3572
115;5610151810;5019
116;3808098909;2824
117;6167110467;5562
118;9102000140;11053
119;4700000109;3609
120;7838509920;10782
121;7802804626;10236
122;2312166982;1449
123;2104000312;1141
124;7743771091;10064
125;2312159262;1448
126;8607115617;10957
127;3123129218;2203
128;0278007626;152
129;4231003020;3402
130;7709863585;8444
131;5047178655;4298
133;3908038124;2982
134;7816527718;10632
135;5036038631;4180
136;9204001231;11106
137;4205243562;3225
138;7722627812;9219
139;6316010140;5689
140;7206042092;6790
141;7706412841;8011
142;7706032695;7975
143;1646042381;709
145;3663051326;2685
146;7704058539;7625
147;5614004239;5043
148;6166105231;5542
149;4218005950;3353
150;5902995233;5180
151;2455024746;1664
152;7203175930;6736
153;4212005946;3279
154;7722202993;9181
155;7707077586;8097
156;1816000014;1002
157;7729429753;9652
158;4501001235;3496
159;5610043406;4999
160;2343003392;1551
161;7719091049;9064
162;7716117203;8901
163;1661002256;984
164;3900019183;2907
165;6102001727;5339
166;7107542633;6627
167;7724685256;9306
168;3731023288;2779
169;7727691089;9518
170;7710948890;8613
171;5260476802;4598
172;7838029258;10749
173;6318110609;5729
174;6228038323;5598
175;6315802231;5684
176;5905266246;5240
177;6646009256;6051
178;6452141738;5860
179;3305794890;2389
180;7710054483;8486
181;3412302091;2507
182;1660067356;963
183;7711002022;8621
184;7805307809;10335
185;4100000530;3134
186;7203254282;6741
188;7838372024;10764
189;1326192645;454
190;4217167838;3342
191;2466230204;1779
192;3665006760;2717
193;7709471242;8396
194;8911019868;11046
195;9731053950;11531
196;7736662574;10008
197;8901001822;11007
198;2353016136;1574
199;6319199159;5740
200;1109008803;415
201;7701836290;7260
202;7703808500;7588
204;5262004442;4614
205;4203004960;3181
206;5263001532;4632
207;7704272229;7679
208;9717099448;11402
209;0278168119;163
210;7123006005;6680
211;4613006425;3534
212;2224080239;1258
213;5001037884;3860
214;4909092616;3841
215;5604008379;4965
216;7707240176;8121
217;5443117261;4854
218;4222016104;3376
219;1901003859;1090
220;0816035819;321
221;7706236057;8001
222;7701725181;7250
223;7709832989;8438
224;3123183960;2213
225;0408010260;202
226;6345022831;5793
227;2543149293;1888
228;2308228724;1364
229;6315200011;5670
230;7736322345;9987
231;7202204257;6722
233;7606078632;7120
234;1654005351;810
236;7736045557;9952
237;7703786045;7582
238;7713688880;8694
239;2465184114;1755
240;7701568891;7237
241;7811722240;10509
242;7106070434;6586
243;7713619935;8688
244;3305792187;2387
245;7706470787;8036
246;7707602010;8176
247;8703001740;10989
248;6673092045;6249
249;5406970383;4770
250;4025415519;3072
251;5003101408;3886
252;0703007472;276
253;9710063040;11348
254;7329005679;6858
255;7425746207;6919
256;6607006861;5973
258;7702400436;7348
260;1650353005;767
261;3525315574;2605
263;5834056031;5133
264;3129000041;2270
265;5904092195;5201
266;7717117206;8955
267;5720004030;5094
268;7017298902;6471
269;5829901599;5129
270;6670081969;6172
271;7724779465;9307
272;5236000402;4430
273;6685066917;6297
274;7726218095;9409
275;6501251599;5912
276;6658021459;6057
277;9723198655;11452
278;0541019009;233
279;6671457981;6237
280;4707047730;3686
281;1831083343;1028
282;7805034277;10317
283;7729423688;9650
284;9715298342;11374
285;7106515997;6591
286;7404037136;6865
287;9724060755;11463
288;0274936578;118
289;1901018326;1092
290;4207044989;3257
291;7743773042;10065
292;3525358391;2606
293;7802071697;10200
294;2536181930;1834
296;6154152420;5420
297;5034065171;4170
298;4217101428;3334
299;7808022632;10393
300;9721052629;11428
301;9703175681;11232
302;1659156322;938
303;4000000255;3006
304;5404061640;4700
305;7715441711;8865
306;5074039837;4359
307;2361007696;1584
309;6454104403;5875
310;1840001604;1073
311;9709036902;11322
312;8620022834;10982
313;3250510070;2333
314;7723152375;9242
315;3441024794;2521
316;5607019523;4975
317;5050029646;4323
318;7810814522;10464
320;8620018683;10981
321;4025442505;3076
322;9703023632;11192
323;5260339860;4578
324;1112003481;416
325;7717030298;8945
327;7730153186;9712
328;7725178611;9335
330;4401138934;3486
331;1654004534;808
333;3257048722;2356
334;1434027857;507
335;7701054261;7179
336;6803120472;6363
337;5612031491;5037
338;4011017518;3047
339;7702216772;7310
340;7702151927;7300
341;2311112293;1420
343;2204037620;1217
344;5029112443;4074
345;7413011737;6884
346;7714702390;8795
347;7707767484;8196
348;7706217093;7998
349;6164318611;5505
350;6231014428;5621
351;7706688991;8061
352;0273012735;85
353;4024015860;3061
354;6685008288;6295
355;6223002073;5590
356;7703559444;7538
357;7717532643;8971
358;9703015624;11187
359;3662305320;2680
362;7709659156;8416
363;3123377997;2228
364;5260059340;4554
365;1655259905;861
366;7813590373;10570
367;2723205733;2003
368;7104015967;6536
369;2448004386;1646
370;3702641900;2754
371;4701003776;3611
372;7710168515;8507
373;7706420120;8019
374;6164085607;5493
375;7107027505;6598
376;6230080065;5618
377;7842345739;10857
378;3245018000;2320
379;7706470674;8034
380;4824102079;3793
381;7728219344;9556
382;7842180396;10850
383;7105015247;6559
385;5018037096;3961
386;4703074613;3627
387;7721025967;9132
388;7704278213;7687
389;3250054100;2329
390;7743513365;10047
391;7734135124;9891
392;7421000263;6906
393;2308027369;1336
394;7105523392;6570
395;7736553504;9992
396;7707067683;8093
397;1650036221;741
398;7130033970;6691
399;6828008313;6378
400;4003034171;3021
401;4238014649;3410
402;6109005512;5351
404;7710480192;8564
405;2466152267;1777
406;5260410304;4587
407;5902293474;5176
408;7840060671;10805
409;5602007299;4954
410;4347021540;3474
411;5722033117;5098
412;5408100057;4800
413;7453048356;7013
414;1657006770;894
415;7730675016;9758
416;6513001040;5953
417;2312190054;1451
418;3666029505;2732
419;4200000206;3159
420;2371000202;1602
421;2129009412;1191
422;7743714777;10060
423;7802237279;10209
424;5028015743;4056
425;3018317340;2143
426;0258001489;29
427;8604035473;10944
428;6320027757;5752
429;6165088223;5511
430;2540047110;1858
431;9729327321;11516
432;7726429427;9424
433;7604008189;7083
434;7709501144;8407
435;7813290669;10557
437;2457009990;1671
438;5018160999;3968
439;7810235613;10420
440;9201519473;11104
441;3123212265;2217
442;3321030362;2427
443;7710050376;8485
444;7805365021;10336
445;6612045834;5992
446;7703367439;7463
447;4025431260;3074
448;7805485840;10342
449;7601001234;7068
450;7104082900;6544
451;7808004760;10392
452;2502052817;1789
453;1434051810;512
454;7736122106;9966
455;7728355650;9573
456;5028037338;4057
457;6162052074;5451
458;7702336766;7334
459;7206032626;6787
462;5914021098;5273
463;7717145242;8960
464;7717528710;8970
465;6685012608;6296
466;7811548143;10502
467;7627004568;7157
468;3328409738;2468
469;2315092440;1483
471;7708063900;8214
472;7731442293;9807
473;7710170024;8509
474;3837049102;2892
475;6165216877;5525
476;7728820210;9616
477;5433957695;4846
478;5050120140;4336
479;0515005539;220
480;0274908531;116
481;7709689143;8423
482;3801088482;2792
483;7116505109;6657
484;4345496348;3468
485;7704112507;7639
486;7715631511;8870
487;7706092528;7981
489;7710433322;8549
490;4703153375;3639
491;0407006006;199
492;2312280798;1461
493;7736317497;9986
494;7801043440;10137
495;7701728457;7251
496;4230031900;3399
497;1648049424;726
498;7710256289;8519
499;7813232410;10549
500;6662099641;6143
501;7705891253;7945
502;5010052053;3937
506;1433016080;496
507;1435149030;556
508;7830002416;10729
509;1808203860;998
510;3906979687;2979
511;1435035723;527
512;3664206734;2711
513;2129042924;1195
515;7809002893;10400
516;7705581646;7914
517;6154568203;5423
518;4017008460;3053
519;3525249850;2602
520;2128005373;1174
521;7704684769;7769
522;3905059197;2929
524;6141047348;5379
525;7814690388;10609
526;2267005290;1306
527;2357005329;1581
528;5433170682;4843
529;7802375335;10216
530;2502067933;1790
531;6674159542;6261
532;4629046141;3559
533;7729713813;9679
534;7730251056;9729
535;2501017104;1787
537;6164135390;5497
538;7706002549;7962
539;2221242428;1237
540;2366037126;1593
542;7702596813;7373
543;7203094952;6729
544;6163055737;5475
546;5405167350;4721
547;7701996618;7274
548;7805623113;10353
549;9701155182;11153
550;6311079117;5641
551;2302032901;1324
552;4201006176;3165
553;3327102905;2442
554;7801608322;10190
555;2126001172;1164
556;2315014748;1474
557;7744001828;10094
558;7726662688;9450
559;6167002430;5544
560;7708730092;8318
561;4619004632;3537
562;7731396015;9799
563;4632027163;3567
564;1616011428;619
565;7810636750;10459
566;1660262477;975
568;6154061491;5415
569;6671088420;6202
570;6673168449;6252
571;2309137766;1386
572;5260315210;4577
573;7717103690;8953
574;2901005199;2054
575;9701183207;11159
576;7722451125;9199
577;7804437428;10283
578;0602000696;266
579;9729277790;11505
580;6164046894;5488
582;7714012406;8706
584;7802831436;10238
585;3906352913;2958
586;7704018416;7605
587;5012003647;3941
588;1639049890;652
589;1831156601;1034
590;3525011978;2585
591;5405347680;4728
592;9731076749;11538
594;5029216675;4083
595;7726705980;9452
596;7819020549;10649
597;5190080642;4394
598;7714401402;8761
599;8709010420;11001
600;1831145840;1032
601;5254024741;4495
602;6371000947;5802
603;7100020846;6523
604;6375193714;5805
605;5190079140;4393
606;7709295766;8366
607;0411075740;206
608;2634109636;1930
609;5244010926;4440
610;7743895330;10080
611;4202027154;3172
613;1506001201;600
615;1626011089;633
616;7111003063;6631
618;7802885142;10243
619;7604127330;7091
620;3729002450;2771
621;3125008530;2244
622;7734426236;9903
623;2724083654;2006
624;1435193127;563
625;1681000024;993
626;0317002737;171
627;7702051094;7286
629;9204010839;11109
630;7812022096;10519
632;3128061161;2265
633;7451213318;6992
634;7734225586;9894
635;7017114672;6454
636;5024190060;4027
637;9729299145;11509
638;6664006956;6152
640;0411156212;211
641;5260041262;4550
642;7725158319;9333
643;5047066172;4284
644;1434017270;504
645;7701225358;7205
646;0722004491;289
647;1841017484;1082
648;7806572849;10381
649;7725610285;9372
650;7802528920;10222
651;2901311982;2081
652;7118007250;6666
653;7805296890;10333
654;2315158034;1489
655;7708014500;8207
656;7453313477;7030
657;2320231674;1513
658;5018161287;3969
659;7801298039;10160
660;7703376553;7468
661;7704796455;7795
662;7801460683;10174
663;7707565512;8172
664;5017014392;3951
665;2901181317;2073
666;4826021080;3811
667;7701034434;7173
669;3329006121;2489
670;1106012054;406
673;5611077285;5031
674;7838504312;10780
675;7726291200;9412
676;6623083253;6017
677;6660001330;6107
678;7750005387;10106
679;7729742081;9682
680;2367026504;1597
681;7816094750;10616
682;9111012135;11091
683;9701211687;11162
684;7601000086;7064
686;3808229774;2845
687;6661000152;6124
688;8603023073;10924
689;3305052619;2384
690;7707177816;8113
691;6507014650;5941
692;9701225778;11165
693;6623132479;6020
694;3849037856;2896
695;6163141785;5482
696;7728670701;9601
698;5003021311;3870
700;5029191685;4080
701;8603222431;10941
702;7707511820;8163
703;7731038186;9767
704;2223053708;1249
705;1502002701;599
706;0269008503;71
707;7705020295;7836
708;2315014794;1475
709;7703213534;7446
710;1435234133;566
711;5508000955;4940
713;4501023743;3502
714;4004022073;3032
715;4212040073;3287
716;7704276230;7683
717;7717602107;8977
718;1659036508;929
720;8602170734;10916
721;7805445245;10338
722;6803629911;6364
723;5260271530;4572
724;5042015329;4227
725;9715290590;11373
726;1402046085;467
727;3123436184;2231
728;7750005482;10107
729;6230018042;5609
730;4216003604;3313
731;7731395766;9798
732;5403333026;4697
734;1435130166;550
735;5753020936;5113
736;0573015695;263
737;5408100177;4801
738;3328030347;2457
739;1435322911;586
740;7801549243;10186
741;2466029055;1762
742;8602307636;10922
743;6612019640;5989
744;4027064200;3094
745;5262121058;4622
746;4707041915;3685
747;3123150523;2205
748;1657077611;902
749;2459007621;1687
750;4024005277;3060
751;3906324507;2954
752;7808035536;10396
753;0266065743;57
754;3245010668;2317
755;5751040239;5104
756;2631014802;1911
758;5911037068;5266
759;4202028239;3173
760;7736659589;10007
761;3123481412;2237
763;7709006125;8338
764;7605000714;7111
765;2719001504;1968
766;7724437486;9298
768;6659223899;6105
769;5050089420;4332
770;7831000965;10737
771;7716219043;8905
772;6025051135;5322
773;7743184470;10033
774;0711037537;284
775;7701223671;7204
776;7709471919;8398
777;7715900066;8889
778;5029060347;4064
779;3444070534;2552
780;1655080834;840
781;7838017541;10746
782;7726224606;9411
783;1650251719;759
784;9703039022;11203
785;6155027101;5429
786;4202020053;3168
787;2463000026;1717
788;7725692792;9380
789;1831206330;1039
790;7801521008;10182
791;4811006709;3754
792;4706022275;3667
793;5602004322;4953
794;4223045972;3387
795;4024016399;3063
796;5050078523;4330
797;6631001159;6034
798;6671153800;6210
799;7703024248;7415
800;5024191346;4029
801;7706430713;8022
802;4223035036;3383
803;7440000090;6932
804;7717509757;8968
805;6155082208;5441
806;5503225835;4905
807;7804589244;10295
808;4212001846;3277
809;7707310419;8134
810;1021504610;378
811;7704821246;7802
812;7830001250;10721
813;5433168250;4842
814;7710930476;8610
815;7536056777;7055
816;7811077889;10482
817;2624022320;1897
818;7105057487;6566
819;7703669888;7559
820;7701404893;7227
821;5406609392;4751
822;5032048702;4130
823;4218000253;3349
824;3849063951;2899
825;1655261894;862
827;1659034109;928
828;1513062283;604
829;7713319508;8670
830;6660008303;6111
831;7727480507;9498
832;7703056867;7423
833;6452057998;5854
834;6658305757;6071
835;1830011650;1018
836;7722267655;9187
837;0601008340;265
838;6670037078;6168
839;7728240723;9558
840;7804310125;10279
841;7707089084;8104
842;7801300136;10161
843;7223001459;6800
844;7714496309;8780
845;9714008756;11362
846;7727822260;9525
847;2464224759;1737
848;3102018098;2155
849;6666003380;6161
850;7702357533;7338
851;6829013588;6382
852;2312150245;1447
853;6163087111;5478
854;1101471664;389
855;5036003332;4178
856;7708405504;8277
857;3303001560;2372
858;7715016700;8839
860;2129017646;1192
861;7602006764;7070
862;2635078412;1935
863;5032039666;4128
864;6313009980;5660
865;1101483236;393
866;7709268931;8364
867;7708379090;8268
868;7709803307;8434
869;2465031189;1741
870;5043065058;4248
871;7204095194;6774
872;3221003005;2289
873;7810232965;10419
874;4211007323;3266
875;7725697783;9382
876;3124019095;2242
877;7424014659;6915
878;7750004094;10101
879;2900000511;2053
880;3905053491;2928
881;7107003230;6594
882;7729352268;9640
883;6215028367;5587
884;3849054001;2897
885;1840036276;1077
886;4205353773;3232
887;7302040242;6816
889;2319060209;1502
890;9706009675;11309
891;2272003555;1308
892;7724391489;9295
893;5048014441;4315
894;2808022915;2049
895;5407267053;4788
896;7811634850;10506
897;1121009024;419
898;3906125124;2944
899;7708825107;8336
900;7449116010;6974
901;1639057370;654
902;5260056124;4553
904;5259012482;4533
905;7604228480;7102
906;7104078043;6543
908;5260003387;4545
909;4633015643;3599
910;7710026920;8473
911;7735129719;9931
912;9703121414;11223
913;5243001622;4435
914;5257005049;4510
916;7703408491;7487
917;5433977797;4849
918;7206035680;6789
919;7710036276;8478
920;5050058510;4327
922;4346011035;3470
923;1650333930;765
924;2457082197;1685
925;7702501628;7366
926;7707072637;8094
927;3525443640;2611
928;9701209173;11161
929;5613000376;5041
930;7811090505;10485
931;7811106233;10487
932;7731178578;9776
933;7106002804;6571
934;2339021920;1545
935;1655043416;831
937;7736056485;9960
938;7704178314;7650
939;5603042916;4957
940;6415902550;5819
941;7727492679;9500
942;7733889979;9880
943;5610013779;4991
944;7727278308;9485
946;4825003761;3796
947;7712088223;8638
948;7705515442;7904
949;7116000066;6646
950;2015800290;1130
951;7709473987;8400
953;9718236471;11426
954;2130097678;1204
955;7734638569;9910
956;7730233723;9725
957;7019029447;6491
959;2020000531;1132
960;5405181315;4722
961;6727023530;6328
962;2461224711;1710
963;7703668281;7558
964;5948057198;5303
965;5260465416;4595
966;8905033649;11039
967;5040137272;4218
968;2632041647;1916
970;7706623585;8052
971;7702270040;7319
972;7736030085;9947
973;7725415380;9360
974;7728262893;9561
975;7705987090;7958
977;0700009859;275
978;1657201812;909
979;5445021460;4855
980;5021005168;3977
981;7202028202;6705
982;7802942778;10249
983;5908073041;5261
984;3302000669;2366
985;7714447012;8772
986;6506006505;5937
987;7717615508;8978
988;2721241334;1984
989;7809016381;10405
990;7709489289;8404
991;3121070079;2183
993;6315643246;5681
994;7704214548;7653
995;7415044181;6897
996;0258954788;31
997;6350023816;5795
998;1424008485;484
999;7106027100;6579
1000;7810351835;10435
1001;5610026055;4993
1002;5190126978;4398
